document_name,sentence,label
18-Service-Networks.txt," Where tree clearingis considered essential for thelocationofservices, it must be accompanied by removal of the resulting large debris to reduce the immediate visual impact of the operation, and by the replanting of appropriate indigenous nativespecies tolessentheimpact oftheworks.",
18-Service-Networks.txt,"Dandenong Ridge Area, and when replacement or reconstruction of an existing tower or mast is proposed, the agency, person or body proposing those works must demonstrate that consolidation of the facilities on another existing tower cannot be satisfactorily achieved.",
18-Service-Networks.txt," Rivers, watercourses and streams; being any works or undertakings relating to utility services within any river, stream or watercourse - or on the banks or within30m ofthebanks ofanyriver,stream orwatercourse.",
18-Service-Networks.txt," Educational facility; being a new, or the extension of an existing, educational facility (whether it be public or private), including a primary school, secondary/ highcollegeandtertiaryinstitution.",
18-Service-Networks.txt,"18.02 Primary Purpose The primary purpose of the service networks policies is to ensure that the provision of appropriate and adequate utility services and that the future development of service networks is compatible with the level ofdevelopment specifiedbytheRegional Strategy Plan, and that the environmental values of the Region are protected from inappropriate location,constructionandmaintenanceofthosenetworks.",
18-Service-Networks.txt," Major Utility Installation/Major Works & Undertakings; being a utility installationwhichis: · anelectricitygeneratingworks, anelectrical substationoperatingat a voltageof220,000volts ormore; 82 REGIONALSTRATEGYPLAN - SERVICENETWORKS · awatersupplyreservoir,servicebasinorpumpingstation,awatersupply headworks mainorareticulatedmainwithadiameterexceeding300mm; · agas holder,generator,areticulationorsupplymain(includingnatural gas)withadiameterof200mm orgreater; · asewagetreatment plant orsewagestorageponds andtanks receiving sewagefrom areticulatedsystem,seweragemains withadiametergreater than300mm,sewerageplant outfalls; · garbageandrefusedisposal works; · oil pipelinewithadiameterof100mm orgreater; or · afloodretardingbasin,floodmitigationworks orthelike.",
18-Service-Networks.txt," Locating major and intermediate utility services, including overhead and underground services, to protect the landscape and environmental character of the Region.",
18-Service-Networks.txt,No additional telecommunications towers or masts may be constructed within the Mt.,
18-Service-Networks.txt,"18.12 Regional policy - refuse disposal The establishment of new, and the extension of existing, refuse disposal sites must be determined in accordance with the need to protect the Region's residential amenity, its environment,andits landscapevalues.",
18-Service-Networks.txt,"Maintaining clearance between trees and other vegetation and powerlines is necessary for public safety, and the manner in which that is achieved must recognise not only the costs, but also the alternatives tothemethodofprovidingpowerinthat location,bearing in mind the long term need to protect the environmental and landscape character of the area.",
18-Service-Networks.txt,"New utility services must, whenever possible, be sited outside vegetated road reserves and other linear easements, and where existing utilityservices are to be reconstructed or upgraded, consideration must be given to relocating those services outside vegetated roadreserves orlineareasements.",
19-Transport.txt,REGIONALSTRATEGYPLAN - TRANSPORT 19.,
19-Transport.txt,"TRANSPORT 19.01 Regional Overview The transport policies are formulated to assist the improvement of roads and public transport fortheRegion's residents andvisitors, whileminimisinganyadverseeffects on the Region's environment.",
19-Transport.txt,The policies are also designed to have regard to other State Government strategies for transport improvements within and adjacent to metropolitan Melbourne.,
19-Transport.txt,"The Region's major road network andits publictransport system servetwodistinct areas of population, a southern sector covering the southern part of the Dandenong Ranges and the much larger northern sector including the Yarra Valleyand northern Dandenong Ranges.",
19-Transport.txt,"The major arterial roads in the southern sector are the Burwood Highway, Mt.",
19-Transport.txt,Dandenong Tourist Road and the Belgrave-Gembrook Road.,
19-Transport.txt,"This sector's public transport needs are served primarily by a commuter rail link from Melbourne to Belgrave,supplementedbybus services linkingtherailwaystations.",
19-Transport.txt,"In the northern sector, major arterial roads include Canterbury/Swansea Roads, the Maroondah Highway, the Melba Highways and the Warburton Highway.",
19-Transport.txt,There is a commuter rail service from Melbourne to Lilydale and Mooroolbark.,
19-Transport.txt,"The rail service is complemented by a network of local bus services, mainly radiating from Lilydale railway station to the smaller townships along the main connecting highways and arterial roads.",
19-Transport.txt,"Parts of the Region's arterial road system are experiencing increasing traffic pressures at peak times, leading to demands for more road space and safety improvements.",
19-Transport.txt,"Such increased traffic has resulted from the combined effects of a substantial population growth, which is now expected to peak in the mid 1990s; many residents having to travel long distances towards Melbourne and its eastern suburbs for employment, post- secondaryeducation and major shopping trips; and the growingnumbers of dayvisitors whoat weekends andpublicholidays access theRegionforrecreationandtourism.",
19-Transport.txt,"In a large Region with much of its population living in scattered semi-rural areas and township fringes, many residents are completely reliant on the private motor car.",
19-Transport.txt,"Adequate public transport options are available only to those who live close to railway stations and who wish to travel to destinations towards Central Melbourne, for whom services are generally very regular and operate till late at night and at weekends.",
19-Transport.txt,"For most residents, however,thepublictransport options arelimited.",
19-Transport.txt,The Regional Strategy Plan's policies seek improved coordination and integration of a public transport system which provides better services for those without a motor vehicle.,
19-Transport.txt,"In recognition of the difficulties of justifying conventional public transport services in sparsely populated areas, they also encourage the development of demand/response services and other measures for improving access to services and facilities formoreoftheRegion's residents.",
19-Transport.txt,"REGIONALSTRATEGYPLAN - TRANSPORT 19.02 Primary Purpose The primary purpose of the transport policies is to ensure that opportunities for increased accessibilityto employment and to the Region's services and facilities byboth road and public transport are enhanced, that the road network is managed in accordance with agreed principles for its maintenance, improvement and efficient use, that road management strategies are adopted which minimise adverse social, environmental and landscape impacts, and that road reserves are managed and maintained as scenic and flora/faunaconservationresources.",
19-Transport.txt,"19.03 Coordination of transport Planning for, and the provision of, roads and public transport in the Region must be coordinated to meet the needs of the Region's residents and for visitors to the Region, in a manner consistent with conservation and environmental values, and the containment ofurbangrowthpolicies as expressedintheRegional StrategyPlan.",
19-Transport.txt,"19.04 Road management policies The management of existingroads, andtheplanningandestablishment offutureroading improvements must becoordinatedinordertoensurethat:  the function requirements of roads in the Region are met in a manner that does not result in adverse impacts on the environment, landscape or residents of the Region;  the strategic roles of major routes in the Region, that are identified in the Road ClassificationNetwork(Map5),arerecognised;  proper assessment of future major roading proposals occur in a manner that includes an evaluation of alternative proposals/alignments (including the option of not doing the works), of the likely environmental impacts of the proposals (including alternatives), and of the social and economic impacts likely to result from the proposals, so that appropriate reservations can be established and protected from inappropriate uses and development, for future major roading provisions, linkages andby-passes;  tourist buses and other very large vehicles are directed away from roads where their use would cause undue and adverse effects on residential amenity and on local environments.",
19-Transport.txt,"19.05 Road improvements In planning for road improvements, and in preparing road management strategies, Councils and other relevant public authorities and Government Departments must ensurethat:  there is consultation at an early stage in the planning process for road improvements and road management strategies so as to ensure that the proposals will conform withtheRegional StrategyPlan;  road reservations for new alignments must be included in planning schemes whenafinal routehas beendetermined; 89.",
19-Transport.txt,"REGIONALSTRATEGYPLAN - TRANSPORT  planning authorities designate roads in planning schemes consistent with the RoadClassificationNetwork(Map5);  planning authorities have regard to the Land Use and Traffic Management Guidelines for Roads (Schedule 4), when considering types of land uses to be permittedalongroads; and  in developing new road proposals, Councils, public authorities and other relevant bodies consider the needs of cyclists and pedestrians and the possible provisionofbicyclepaths.",
19-Transport.txt,"19.06 Strategic and arterial roads and long term roading proposals Public Authorities and Councils must take appropriate action to ensure that the planning for and the provision, management and maintenance of roads are in accordance with the Road Classification Network (Map 5), with the Land Use and Traffic Management Guidelines forRoads, andwiththestrategicroles ofthefollowingroads:  Maroondah Highway(to Coldstream) and Melba Highwayas the major highway route through the Region, with a high priorityfor theprovisionofalocal by-pass oftheYarraGlenTownship;  Maroondah Highway(beyond Coldstream) as the main access to Healesville and thetourist and winegrowingareas ofthat part oftheUpperYarraValley;  Warburton Highway as the main access route through the Upper Yarra Valley forresidents andtourist traffic;  Healesville - Koo Wee Rup Road as the main north-south arterial route through theRegion;  Canterbury Road and the Lilydale-Montrose Road (Swansea Road) as a major traffic link between the eastern metropolitan suburbs and the Maroondah Highwayat Lilydale; and  Burwood Highway, Wellington Road, CanterburyRoad, Mt.",
19-Transport.txt,"Dandenong Tourist Road, Monbulk Road and the Eltham-Yarra Glen Road as major supplementary routes formetropolitanrecreational andtourist trafficintotheRegion.",
19-Transport.txt,"Relevant Public Authorities and planning authorities must cooperate to investigate, evaluate and make provision for the following long term roading proposals, which must beinconformitywiththeRegional StrategyPlan:  a Northern Arterial route linking Melbourne's northern urban fringe municipalities andterminatingintheRegion;  the proposed ""Healesville Freeway"" route from Springvale Road through Heathmont, Bayswater and Kilsyth to Mooroolbark Road, including the roading requirements foraccess toandthedispersal oftrafficfrom,the`freeway';  alocal by-pass oftheHealesvilletownship; and  provision of a connecting route from Lilydale-Montrose Road (Swansea Road) to the Warburton Highway at Wandin North, generally along the alignment of York,MonbulkandCleggRoads.",
19-Transport.txt,"REGIONALSTRATEGYPLAN - TRANSPORT 19.07 Protection of environmental and social values The planning, design and construction of all roadworks and road maintenance must be undertaken in ways which minimise possible adverse impacts on the Region's social and physical environments andlandscape,so that:  adverse effects on local communities, suchas noise,safety,andinterferencewith pedestrianmovement,areminimised;  emphasis is generally given to road maintenance and improvements for safety purposes, which are consistent with traffic requirements, rather than attempting toincreaseoverall vehiclespeedand/orcapacitycharacteristics;  for local roads within Township and Landscape Living Policy Areas, consideration is given to imaginative street and pathway schemes which make these roads safe and attractive, which maintain and enhance the character of the local environment, which provide safe and convenient bus stop bays, and which provide, where appropriate, for the integration of bicycle paths serving transport and/orotherrecreational functions;  the landscape and environmental character of roadsides is preserved, and where possible enhanced, by the maintenance of roadside vegetation, and by designing newroadworks toblendwithsurroundinglandforms;  roadsides are rehabilitated as part of any roadworks, by replacing brush and topsoil (stockpiled before the works) and spreadingthese over batter slopes, and, where appropriate, planting with trees, shrubs and grasses in keeping with the characterofthesurroundingarea;  the scenic and recreational values of roadsides are recognised, and appropriate locations, whichcanprovidehighqualityvistas without significant loss trees and vegetation,aremadeaccessibletothepublic;  the design and location of all signage, including information and direction signs, are compatible with local surroundings havingregardtotraffic,safetyandvisitor requirements, andcauseminimal adverseimpact onthelandscape; and  the alignment and level of any new road construction does not significantly increase the level of local flooding or cause significant adverse effects on water quality; Councils and other relevant Public Authorities, and having regard to the needs of local communities, are encouraged to prepare management guidelines for the minimising of adverse impacts on the Region's social and physical environments and landscapes, causedbyroadworks andbyroadsidesigns.",
19-Transport.txt,"19.08 Significant Roadworks The following roads are of special significance in the Region because of their importance for their landscape, environmental, tourism, recreational or traveller experience values, which must be given particular attention when road improvement works arebeingplanned.",
19-Transport.txt,"With the exception of routine pavement and drainage maintenance, and pavement reconstruction and resealing where there is no widening or realignment involved, 91.",
19-Transport.txt,"REGIONALSTRATEGYPLAN - TRANSPORT Government Departments, Public Authorities and Councils who propose to carry out works and undertakings on the following roads must consult with the relevant local Council during the planning of those works, and must have regard to any requirements of that Council, and must ensure that the works or undertakings are in conformity with theRegional StrategyPlan: MaroondahHighway BurwoodHighway MelbaHighway WarburtonHighway Myers CreekRoad,northoftheWatts River.",
19-Transport.txt,Healesville-KooWeeRupRoad CanterburyRoad Lilydale-MontroseRoad(SwanseaRoad) Healesville-KinglakeRoad.,
19-Transport.txt,"DonRoad,southofBadgerWeirRoad.",
19-Transport.txt,"WellingtonRoad Eltham-YarraGlenRoad CambridgeRoad YorkRoad CleggRoad Inverness Road Mt.DandenongTourist Road Olinda-MonbulkRoad Olinda-BasinRoad Lilydale-MonbulkRoad EdinburghRoad Belfast Road RidgeRoad(Mt.Dandenong/Olinda) KillaraRoad GrantullaRoad Belgrave-GembrookRoad Sassafras CreekRoad/TheCrescent Emerald-MonbulkRoad GlenfernRoad MonbulkRoad Macclesfield-YellingboRoad SherbrookeRoad MountainHighway Perrins CreekRoad Kallista-EmeraldRoad RidgeRoad(Kallista) LysterfieldRoad DonRoad(WarburtonHighwaytoPantonGap) AcheronWay Marysville-Woods Point Road Warburton-Woods Point Road YarraJunction-NoojeeRoad LaunchingPlace-GembrookRoad Mt.DonnaBuangRoad(WarburtontoPantonGap) 19.09 Roads and roadworks in the Dandenong Ranges All roads androadworks intheMt.DandenongRidgeAreamust:  be planned, designed, constructed and maintained so as to recognise the roadside vegetation, landscape, environment and views as assets to be protected and enhanced, to preserve the aesthetic experience for the tourist (driver, passenger, rider and walker), whilst providing safe travel conditions and minimising adverseimpacts onlocal communities.",
19-Transport.txt, generallybeconfinedwithintheexistingformationwidths oftheroad; and  provideatrafficcapacityrestraint inareas ofhightrafficload.,
19-Transport.txt,"Roadworks within this area must be undertaken in such a way that the non urban character of the area is maintained and that kerb and channel, channelisation and street lighting(otherthanforpedestrianpurposes)areusedonlywherenecessary.",
19-Transport.txt,"REGIONALSTRATEGYPLAN - TRANSPORT 19.10 Roads in Rural Policy Areas and Landscape Living Policy Areas Roadworks within Rural Policy Areas and Landscape Living Policy Areas, outside the Mt.",
19-Transport.txt,"Dandenong Ridge Area, must be carried out in a manner which maintains the existing road network, which recognises the need for multiple-use of road reserves, and whichprotects andenhances thelandscapeandenvironmental values ofthearea.",
19-Transport.txt,"19.11 Public Land Roads Roadworks within Public Land Policy Areas must be undertaken in a manner which ensures that the character of the existing road network and its compatibility with adjoining land is maintained, and that the landscape and environmental values of Public Landareprotectedandenhanced.",
19-Transport.txt,Public Authorities must haveregardtotherequirements ofthis policyandtothepolicies that apply to roadworks in Rural and Landscape Living Policy Areas when formulating proposals forroadworks onPublicLand.,
19-Transport.txt,"Roadworks in Public Land Policy Areas must conform with the requirements for roadworks intheMt DandenongRidgeArea,except forthosethat relateto:  construction of access tracks for fire prevention and for the maintenance of services byserviceagencies;  maintenance of the road pavement and drainage facilities within the limits defined by table drains and/ or formation shoulders, including the pruning of overhanging vegetation to the minimum compatible with safety and in such a wayas tominimiseanyadversevisual effects;  provision of minor traffic items such as lane marking or signs relating to the operationandconstructionofaroad; and  snowclearing.",
19-Transport.txt,"19.12 Public Transport - General Policies To ease problems of accessibility and to assist in the conservation of fuel, public transport services and facilities in the Region must be maintained, and where possible improved,tomeet theneeds ofpublictransport users, includingas appropriate:  extensionofpublictransport services;  integrationofbus andrail schedules;  improved car parking provisions and other interchange facilities at railway stations;  provisionofbetterpublictransport informationsystems; and  promotion aimed towards improved patronage of existing bus, rail and other publictransport services.",
19-Transport.txt,"REGIONALSTRATEGYPLAN - TRANSPORT 19.13 Coordination of Public Transport Public transport authorities and Government Departments, when planning and programming public transport services and facilities, must consult with Councils and otherrelevant publicauthorities andmust giveparticularattentionto:  the establishment and/or continued operation of modal interchanges within the Lilydale District Centre and at a suitable location in the Upper Ferntree Gully area, ensuring that the existing level of train service to Belgrave is not jeopardised;  the improvement of existing public transport services in Township PolicyAreas, andtheextensionofthoseservices toareas not adequatelyservedat present;  an investigation of the feasibility and viability of demand-responsive schemes (such as Telebus), and, where appropriate, a review of the existing subsidy provisions to provide for continued operation and expansion of such schemes in thefuture;  incorporation of bus route planning input into the preparation of Local Structure Plans in Township Policy Areas, or of overall structure plans for other new areas, and ensuring careful design of new subdivisions and development proposals; and  investigation of options for improvement to commuter services to Yarra Glen, HealesvilleandtotheUpperYarraValley.",
19-Transport.txt,"19.14 Aircraft Landing Areas and Aerodromes Further provision or expansion of Authorised Landing Areas or the creation of Licensed Aerodromes in the Region must be discouraged, and operators and users of existing Authorised Landing Areas must be encouraged to enhance the amenity and safety for residents in the vicinityof thoseAuthorisedLandingAreas byimplementingappropriate controls on the use of these facilities, especially with respect to such matters as aircraft weight andtype,flyingtraining,hours ofoperation,andlowaltitudeflyingpractice.",
19-Transport.txt,"Planning authorities must ensure that the use, development or expansion of Authorised Landing Areas and/or Licensed Aerodromes is subject to a planning approval and to conditions which control the use of these facilities, especially with respect to such matters as aircraft weight and type, flying training, hours of operation, and low altitude flyingpractice.",
20-Fire-Management.txt,REGIONALSTRATEGYPLAN - FIREMANAGEMENT 20.,
20-Fire-Management.txt,FIRE MANAGEMENT 20.01 Introduction The Region is recognised as being among one of the most fire prone areas in the world.,
20-Fire-Management.txt,"In manyparts of the Region, and in particular the Dandenong Ranges, there is a conflict between the need to minimise wildfire risk and the desire of people to live in a bushland environment.",
20-Fire-Management.txt,"In such areas, fire prevention work, including vegetation removal, must bebalancedwiththeneedtoprotect thecharacterofthearea.",
20-Fire-Management.txt,Major statutory responsibility for wildfire prevention and suppression rests with the Department of Conservation and Natural Resources and the Country Fire Authority.,
20-Fire-Management.txt,Melbourne Water is also involved in fire prevention and suppression on land under its control.,
20-Fire-Management.txt,"There are well established procedures for cooperation and coordination of wildfire prevention and suppression within the Region, involving Councils, police, and other emergencyservices and the Regional and Local AdvisoryCommittees established under theCountryFireAuthorityAct.",
20-Fire-Management.txt,"Research following the disastrous fires of Ash Wednesday (in February 1982), demonstrated that further attention needs to be paid to the way that buildings are sited and constructed, and to the need for management for fire protection purposes, particularly around the home.",
20-Fire-Management.txt,"At the same time, there is a need to more adequately refinetheways bywhichtherisk ofwildfireis identified.",
20-Fire-Management.txt,"20.02 Primary Purpose The primarypurpose for the fire management policies is to support the prevention and suppression of wildfire and the provision of effective fire prevention measures, whilst at the same time ensuring that detrimental effects of fire prevention works on the Region's environment, on water yields and water quality from the Region's catchments, are minimised.",
20-Fire-Management.txt,"They are also intended to assist in informing the Region's residents and visitors of fire hazards, and the implications of these hazards for life, property, landscapeandenvironmental maintenance.",
20-Fire-Management.txt,"20.03 Regional policies - wildfire prevention and suppression Wildfire prevention and suppression must be coordinated, and Public Authorities, Councils andplanningauthorities must haveregardto:  theneedtoprotect life,propertyandotherresources from wildfires;  theneedforresidents andvisitors tobemadeawareofthethreat ofwildfire;  proposals foruseordevelopment infireproneareas;  the potential for detrimental environmental change which can be caused by fire preventionandfireprotectionworks; and  the preservation of native flora and fauna, wildlife habitats, water quality and wateryield,andsceniclandscapes.",
20-Fire-Management.txt,REGIONALSTRATEGYPLAN - FIREMANAGEMENT Wildfire prevention and suppression must continue to be provided through existing agencies andcoordinationsystems.,
20-Fire-Management.txt,20.04 Fire protection management All fire protection works undertaken or authorised by Municipal and Regional Fire Prevention Committees and by Government Departments and Public Authorities must beinaccordancewithFireProtectionPlans preparedbythesebodies.,
20-Fire-Management.txt,"Matters tobeaddressedintheFireProtectionPlans include:  theobjectives forfirepreventionandsuppression;  areas withintheRegionwhicharemost pronetoserious wildfire;  strategic and tactical firebreaks, and buffer zones adjacent to those concentrations ofpopulationwhichwouldbethreatenedbywildfire;  fireaccess roads andmaintenanceoffireaccess tracks;  watersupplypoints;  areas where frequent fuel reduction will be required, including areas where environmental and/or landscape features require restraint in fire prevention works; and  identification of bodies responsible for management of wildfire suppression and control activities.",
20-Fire-Management.txt,"Fire prevention agencies must take special care in planning and carrying out fire preventionworks relatingto:  landwithintheMt.DandenongMainRidgearea;  landwithinthePuffingBillyRailwayScenicCorridor;  land within a Sites of Natural Significance or within, or in the immediate environs of,aSiteofCultural Significance;  landscapes ‘classified’ or ‘recorded’ by the National Trust of Australia (Victoria);  matters which may affect the maintenance of water quality and water yield from theRegion's catchment; and  roadsides throughout theRegion.",
20-Fire-Management.txt,"20.05 Fire fuel reduction methods The effects on natural eco-systems of ""fuel reduction cool-burning"" (particularly high frequency burning) and of ""fuel reduction slashing"" must be investigated by those responsible for fire management and prevention, in consultation with appropriate agencies andorganisations.",
20-Fire-Management.txt,"Where it is shown to detrimentally affect the Region's native vegetation, fauna, wildlife habitats or water quality and water yield, the frequency and extent of burning and/or slashingmust bere-assessed.",
20-Fire-Management.txt,REGIONALSTRATEGYPLAN - FIREMANAGEMENT 20.06 Land required for fire management The Dandenong Ranges are a complex mosaic of natural areas and residential precincts.,
20-Fire-Management.txt,Theyare recognised as one of the most fire hazardous areas of the world.,
20-Fire-Management.txt,Various areas in the Dandenong Ranges support vegetation communities that are very inflammable and many are valued for natural characteristics.,
20-Fire-Management.txt,"Residents live within and around these areas, and the environment that attracted them to the area can be placed at risk by their activities.",
20-Fire-Management.txt,"At the same time, the people themselves can be threatened by that environment.",
20-Fire-Management.txt,"It is recognised and noted that people making the decision to live and work in this fire prone environment, whereby the intensity of fire may be high during the event of a bushfire, do so at their own risk.",
20-Fire-Management.txt,Fire safety of residents living within the Dandenong Ranges is primarilytheresponsibilityoftheindividual todecide.,
20-Fire-Management.txt,In times of bushfire it must be realised by the community that the fire services cannot make a commitment to protect all life and property within the area.,
20-Fire-Management.txt,"To cope with this situation, the Government has carried out a land purchase program for many years with theobjectiveofprotectingenvironmental resources andreducingthefirehazard.",
20-Fire-Management.txt,20.07 Land purchase for fire management The Department of Conservation and Natural Resources must identify those lots the Government intends to purchase.,
20-Fire-Management.txt,These lots will be reserved in the local sections of planning schemes as Proposed Public Open Space to ensure that owners have appropriateprotectionoftheirinterests.,
20-Fire-Management.txt,The Government maypurchase other land from time to time on the open market when it becomes availableat thediscretionoftheowners.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt," Encourage coordination of the planning, provision and promotion of recreation and tourism facilities in the Region.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"UpperYarraRiver- Stretchofintact riparianvegetation,linkedto Warburton toMcMahons extensivetracts ofindigenous forest.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,The policies now in place will ensure the on-going implementation of the Special StudyAreas previouslyidentified and will provideforthe resolution of further areas that may be identified as needing similar management programs.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Refer also Am 32.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Macclesfield bushland RB Sb3 27.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"117 Lot 3 Holloway Rd, Wodonga Park.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"The Primary Scenic Corridor, which denotes those areas in the immediate vicinity of the Puffing Billy Railway Line, is where use and development would potentially have thegreatest visual impact.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"In addition, there is significant tourist activity associated with the Yarra Valley wine industry.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"3.18 Other policies applying to Township Policy Areas In addition to the policies contained within this chapter, Township Policy Areas may also beaffectedbypolicies applyingto:  PublicLand  Management ofSites ofNatural SignificanceandofNativeVegetation  Management ofSites ofCultural Significance  PuffingBillyRailwayScenicCorridor  FloodplainManagement Areas; Special StudyAreas  HumanServices  Commercial Centres  ManufacturingandIndustry  Extractiveindustry,Mining&Soil Removal  RecreationandTourism  WaterResources  ServiceNetworks  Transport  FireManagement;  ScheduleOne-StatePlanningPolicies fortheRegion  Schedule Five - List of Environmental Weeds for the Upper Yarra Valley & DandenongRanges Region  Schedule Six - Exemptions to the policies or provisions under the Regional StrategyPlan.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,YellingboStateFaunal Reserve N Sb7 &Woori Yallock Creek corridor 2.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Rural Conservation Policy Areas Overview The Rural Conservation Policy Area covers generally steep and forested land.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"Further research into the Yarra River and its tributaries, particularly the Yarra Valley wetlands, including measures for protection and rehabilitation of natural habitats and systems, shouldbeencouraged.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,In recent years the growingofgrapevines intheHoddles Creekareahas gainedsomeprominence.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,79 Corrections to Lilydale L106 Amendment no.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,109 Silvan No 2 site.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,The Warramate Hills and Mt.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"N National S State RA Regional -A RB Regional -B L Local NOTES: From time to time, and on the basis of further research, additional sites and features and maybeidentifiedandaddedthosetothis Schedule.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"This is to ensure the recognition of regional and local priorities, to assist in the proper allocation of available resources, and to enable the assessment and addressing of possible impacts on the residents, landscapes and environment of the Region.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,REGIONALSTRATEGYPLAN - SCHEDULETHREESITESOFNATURALSIGNIF.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Policies for Rural land based on further development and strengthening of the policies whichhavebeeninplacesincetheapproval oftheRegional StrategyPlanin1982.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,(Ministerial 'Hardship' P3.218/A3.2 amendment) 18 Amendment no.9 26 JUN 1985 85/1124 18 JUN 1985 An amendment (Section 20) Affected - 66/2410 to allow a house to be policy; constructed (and 'tenement P3.22/A3.22 holding' split) in Mt.Evelyn.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,(Yarra Ranges C20) Amendment no.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"84 Little Yarra Rd, Poweltown (map amendment) Amendment no.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Lowes Road Extensiveintact stands ofadistinctive floristicvariant ofSclerophyll Woodland.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"On the advice of the Department of Conservation and Natural Resources, planning authorities and Melbourne Water must carefully control uses and activities within local catchments, which may have detrimental effects on water quality andyields.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"The Region's major populated areas are adjacent to its western boundary, and include Lilydale, the predominantly metropolitan urban areas of Chirnside Park, Mooroolbark and Kilsyth and the residential corridor between Upper Ferntree Gully and Belgrave.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"New provisions under the Planning and Environment Act 1987will provideanon-goingrolefortheRegional StrategyPlan,as a policy document setting ‘regional’ direction for local sections of planning schemes withintheRegion.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"9.03 Management of use and development within the Puffing Billy Railway Scenic Corridor The protection and conservation of landscapes within, and the character of, the Puffing BillyRailwayScenicCorridormust beensured.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,PUFFING BILLY RAILWAY SCENIC CORRIDORS 9.01 The Puffing Billy Railway Scenic Corridor The Puffing Billy Railway Scenic Corridor identifies those areas that are an important component ofthelandscapeandcharacterofthePuffingBillyRailwayLine.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,4.0 The Need Statement of Planning Policy No.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,REGIONALSTRATEGYPLAN - PREFACE carrying out amendments to planning schemes must therefore ensure that the amendments are consistent with and implement the policies of the Regional Strategy Plan.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"Lot 1 LP 124378, Dalry Road, Launnching Place, may be subdivided 5.17 into 2 lots subject to the grant of a permit and to an agreement under Am 86 Section 173 of the Planning & Environment Act to protect remnant vegetation.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"AlthoughshownontheMaps, thedistinction betweenthesepolicyareas is nolongerappliedintheRegional StrategyPlanpolicies.",
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,Fire safety of residents living within the Dandenong Ranges is primarilytheresponsibilityoftheindividual todecide.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt, Adequate car parking for the use or development must be provided on the site; 72.,
Am-122-Upper-Yarra-Valley-and-Dandenong-Ranges-RSP-Amendment.txt,"Part Lot 27, LP 16122 Dee Road, Millgrove, being the land contained in 4.09 Certificate of Title Volume 7021, Folio 14040 may be subdivided into Am 75 lots of not less than 1000 sq m subject to the grant of a planning permit.",
